35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,43,5,12,28,7,6,0,149,2,1021,6,11,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,43,5,12,28,7,6,0,149,2,1021,6,11,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,43,5,12,28,7,6,0,149,2,1016,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,43,5,12,28,7,6,0,149,2,1016,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1015,6,11,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1015,6,11,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1024,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1024,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1016,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,2,1016,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,44,5,12,28,7,6,0,149,1,1009,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,44,5,12,28,7,6,0,149,1,1009,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,44,5,12,28,7,6,0,149,1,1006,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,44,44,5,12,28,7,6,0,149,1,1006,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,1,1037,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,45,44,5,12,28,7,6,0,149,1,1037,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,43,43,5,12,28,7,6,0,150,1,1034,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,43,43,5,12,28,7,6,0,150,1,1034,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,43,43,5,12,28,7,6,0,150,1,1044,6,10,0,0,
~35,4,22,45,16,25,0,0,0,3,255,5,8,4,55,20,10,120,210,34,74,60,320,35,5,45,43,43,5,12,28,7,6,0,150,1,1044,6,10,0,0,
